channel_name,channel_id,video_url,video_title,views,likes,comments
Pushkar Raj Thakur: Stock Market Educator ??,UCEAAzv2OBqxsSczKJ2QZyGQ,https://www.youtube.com/watch?v=jJaar4cuI0s,"Israel ???? Att*ck on Iran ???? Impact on Stock Market, Crude Oil, Bitcoin & Gold",243731,6510,100
Pushkar Raj Thakur: Stock Market Educator ??,UCEAAzv2OBqxsSczKJ2QZyGQ,https://www.youtube.com/watch?v=Cob69bho_Cg,Earn Money in Stock Market Trading using Option Chain | LTP Calculator Reversal Signals,103222,3943,183
Pushkar Raj Thakur: Stock Market Educator ??,UCEAAzv2OBqxsSczKJ2QZyGQ,https://www.youtube.com/watch?v=C3OGmnFHDhE,Option Trading in Nifty Vs Bitcoin | Stock Market & Crypto Market Trading,92138,3574,71
Pushkar Raj Thakur: Stock Market Educator ??,UCEAAzv2OBqxsSczKJ2QZyGQ,https://www.youtube.com/watch?v=oi0GXh06nos,Stock Market Crash or Rise? | Russia Ukraine UK War | Operation Spider Web,142934,4508,54
Pushkar Raj Thakur: Stock Market Educator ??,UCEAAzv2OBqxsSczKJ2QZyGQ,https://www.youtube.com/watch?v=xaKDgTCa5ao,How a 20-Year-Old Stole 4000 Bitcoins Worth $230 Million | The Malone Lam Crypto Heist,331819,8327,186
Pushkar Raj Thakur: Stock Market Educator ??,UCEAAzv2OBqxsSczKJ2QZyGQ,https://www.youtube.com/watch?v=D89hCnQI-oc,"Daily Profit ?25,000 from Crypto Exposed | Africrypt Regular Income Plan",132549,4486,93
Pushkar Raj Thakur: Stock Market Educator ??,UCEAAzv2OBqxsSczKJ2QZyGQ,https://www.youtube.com/watch?v=TAC6YRy3Joo,SCODA Tubes IPO Analysis | New IPO GMP & Details,68901,1953,61
Pushkar Raj Thakur: Stock Market Educator ??,UCEAAzv2OBqxsSczKJ2QZyGQ,https://www.youtube.com/watch?v=oyXPTEQWEsw,How to Start Trading in 2025? | 7 Steps to Make Money in Stock Market / Forex / Crypto Trading,260464,10955,177
Pushkar Raj Thakur: Stock Market Educator ??,UCEAAzv2OBqxsSczKJ2QZyGQ,https://www.youtube.com/watch?v=MgUKYMIw3Eo,Sensex to Gold Ratio | When to Invest Money in Gold & Stock Market,44140,1889,53
Pushkar Raj Thakur: Stock Market Educator ??,UCEAAzv2OBqxsSczKJ2QZyGQ,https://www.youtube.com/watch?v=WB2b4EOYORc,AI 9:20 Trading Setup | How to Earn Money in Stock Market,81546,2959,187
Pushkar Raj Thakur: Stock Market Educator ??,UCEAAzv2OBqxsSczKJ2QZyGQ,https://www.youtube.com/watch?v=Kei7XunVfhk,SIP in Gold Vs SIP in Nifty | Shocking Returns on Investment,92516,3332,82
Pushkar Raj Thakur: Stock Market Educator ??,UCEAAzv2OBqxsSczKJ2QZyGQ,https://www.youtube.com/watch?v=sFqXDwWldTI,Pakistan ???? ?? 4 ?????? ????? ! | Balochistan Declared Independence,94576,3656,115
Pushkar Raj Thakur: Stock Market Educator ??,UCEAAzv2OBqxsSczKJ2QZyGQ,https://www.youtube.com/watch?v=LugrRlZ1ST0,Why Japan Stock Market Didn't Give Returns for 35 Years?,222225,4780,74
Pushkar Raj Thakur: Stock Market Educator ??,UCEAAzv2OBqxsSczKJ2QZyGQ,https://www.youtube.com/watch?v=mnROh_yZCxU,Stock Market Manipulation or Real Bull Run? | India Pakistan & US Market Trading,205909,7290,126
Pushkar Raj Thakur: Stock Market Educator ??,UCEAAzv2OBqxsSczKJ2QZyGQ,https://www.youtube.com/watch?v=qjkFtaOXqGo,How to Earn Money with Bitcoin Trading? | Live Demo,112338,4105,112
Pushkar Raj Thakur: Stock Market Educator ??,UCEAAzv2OBqxsSczKJ2QZyGQ,https://www.youtube.com/watch?v=38lIih78d4U,How to Survive a Nuclear Bomb Attack: India ???? vs Pakistan ????,312220,8153,170
Pushkar Raj Thakur: Stock Market Educator ??,UCEAAzv2OBqxsSczKJ2QZyGQ,https://www.youtube.com/watch?v=RqG61HQDlb8,Operation Sindoor | Is Stock Market Crash Coming?,165341,6521,120
Pushkar Raj Thakur: Stock Market Educator ??,UCEAAzv2OBqxsSczKJ2QZyGQ,https://www.youtube.com/watch?v=bTDlkgAbfSQ,Stock Market Crash Can Make You Rich!,125802,4522,492
Pushkar Raj Thakur: Stock Market Educator ??,UCEAAzv2OBqxsSczKJ2QZyGQ,https://www.youtube.com/watch?v=fKZ2TLksNnA,ETF Mutual Fund ?? ??? !,135964,5299,86
Trading Chanakya,UCUgUjyt6jcyxfM4FCmxZcgw,https://www.youtube.com/watch?v=7Mt9h4xQUp0,Elder Force Index ???? ??? | Powerful Indicator Explained in Hindi! ??,4830,313,107
Trading Chanakya,UCUgUjyt6jcyxfM4FCmxZcgw,https://www.youtube.com/watch?v=3O0WdlYD2RI,"War Fear: Iran vs Israel ?? | Gold ????, Nifty ????! | Market Crash Analysis ??",2783,115,62
Trading Chanakya,UCUgUjyt6jcyxfM4FCmxZcgw,https://www.youtube.com/watch?v=j-iBjHP-VPI,Jio-BlackRock ?? SEBI ?? ??? ????! ?? ?? ????? ???? ????? Mutual Funds?,10456,229,78
Trading Chanakya,UCUgUjyt6jcyxfM4FCmxZcgw,https://www.youtube.com/watch?v=sH9lW4bw6yo,"Darvas Box ""Strategy"" ?? ??? ????! Momentum Trading Secret",6707,327,59
Trading Chanakya,UCUgUjyt6jcyxfM4FCmxZcgw,https://www.youtube.com/watch?v=EWmIfrUHmdo,LIVE Stock Trading Scanner ?? | Momentum Picks for Quick Profit! ????,4999,229,62
Trading Chanakya,UCUgUjyt6jcyxfM4FCmxZcgw,https://www.youtube.com/watch?v=P6hL8Nk3MEM,Risk Management Mastery ?? Momentum Traders ?? ??? Ultimate Guide!,2461,125,55
Trading Chanakya,UCUgUjyt6jcyxfM4FCmxZcgw,https://www.youtube.com/watch?v=XDrQPJzUBa8,Momentum Trading Se Fatafat 20% Profit | Real Chart Example ??,8787,338,123
Trading Chanakya,UCUgUjyt6jcyxfM4FCmxZcgw,https://www.youtube.com/watch?v=IaBLw1y1cZQ,Mark Minervini ?? VCP Pattern | Short Term Trading ?? Superhit Strategy,8180,322,76
Trading Chanakya,UCUgUjyt6jcyxfM4FCmxZcgw,https://www.youtube.com/watch?v=MSQDHeA23hs,Stock Market ??? Mark Minervini ?? Strategy ???? Apply ????? | With Scanner,16332,681,130
Trading Chanakya,UCUgUjyt6jcyxfM4FCmxZcgw,https://www.youtube.com/watch?v=XXGMWhAXRWs,Live Scanner Momentum Trading Strategy ?? 2 Minute Mein Portfolio Banao,10453,450,68
Trading Chanakya,UCUgUjyt6jcyxfM4FCmxZcgw,https://www.youtube.com/watch?v=4s52AoVEBCs,?? Momentum Trading Secrets for Explosive Portfolio Growth!,18946,785,109
Trading Chanakya,UCUgUjyt6jcyxfM4FCmxZcgw,https://www.youtube.com/watch?v=rFkursfaOAc,Stock Portfolio ???? ?????? ????? 5 ???? ??? ????? Dividend vs Growth vs Momentum,3999,198,54
Trading Chanakya,UCUgUjyt6jcyxfM4FCmxZcgw,https://www.youtube.com/watch?v=DhVUCNVgRZU,Zerodha 2025 Biggest Update! ?? Drag & Drop Trading + New Watchlist + Option Chain ??,4384,160,122
Trading Chanakya,UCUgUjyt6jcyxfM4FCmxZcgw,https://www.youtube.com/watch?v=OSUrI-llEKQ,?? ???? ? ??? ???? ?? ???? ????? ? Stock Market Today Analysis??,3223,137,194
Trading Chanakya,UCUgUjyt6jcyxfM4FCmxZcgw,https://www.youtube.com/watch?v=3d7imBt0rSY,LIVE Stock Scanner for BIG PROFITS ?? | Swing Trading Strategies,21842,785,230
Trading Chanakya,UCUgUjyt6jcyxfM4FCmxZcgw,https://www.youtube.com/watch?v=uWb3u2p-It8,2025 Ki Best Swing Trading Strategies � Kuch Din Mein Bada Profit!,10067,421,358
Trading Chanakya,UCUgUjyt6jcyxfM4FCmxZcgw,https://www.youtube.com/watch?v=NrVt3tGEHU4,Earn Regular Income with 80% Accuracy | Proven Options Trading Strategy!,7054,225,65
Trading Chanakya,UCUgUjyt6jcyxfM4FCmxZcgw,https://www.youtube.com/watch?v=lTU-ydMAoyI,Short Term Trading Masterclass ?? 1 Week Mein Profit Kamane Ka Tarika!,3702,149,47
Trading Chanakya,UCUgUjyt6jcyxfM4FCmxZcgw,https://www.youtube.com/watch?v=SK1lg7bc3kE,"????? ?1 Lakh ?? ""Regular Income"" - Option Wheel Strategy",10430,296,50
Trading Chanakya,UCUgUjyt6jcyxfM4FCmxZcgw,https://www.youtube.com/watch?v=M9OgGwOAHDI,????? 10% ???????? ????? ????? ???? ????? ????? ?? ???? ??? | Real Trading Mindset,10555,279,80
Labour Law Advisor,UCVOTBwF0vnSxMRIbfSE_K_g,https://www.youtube.com/watch?v=PTD0ohD9rM4,[Members Only] Full Private Limited Q&A with @CAAnoopBhatia,0,2,2
Labour Law Advisor,UCVOTBwF0vnSxMRIbfSE_K_g,https://www.youtube.com/watch?v=MQCcW8iHyQk,UPS VS NPS | Unified Pension Scheme: All You Need to Know,208742,4887,1499
Labour Law Advisor,UCVOTBwF0vnSxMRIbfSE_K_g,https://www.youtube.com/watch?v=Yxq_gCOmv2Y,Private Limited - Good or Very bad? | Business Basics Ep#4,106179,3789,553
Labour Law Advisor,UCVOTBwF0vnSxMRIbfSE_K_g,https://www.youtube.com/watch?v=yUzTBykFSr8,Ultimate Health Insurance Guide for Parents/ Senior Citizens | 2025,100487,3952,324
Labour Law Advisor,UCVOTBwF0vnSxMRIbfSE_K_g,https://www.youtube.com/watch?v=zbtpj1O72c8,Pink Odyssey 2025 | After Movie | @InCredMoney,11366,346,19
Labour Law Advisor,UCVOTBwF0vnSxMRIbfSE_K_g,https://www.youtube.com/watch?v=0HIUhPM-4Sk,Finding the BEST Health Insurance | Ultimate Guide 2025,283431,11808,1233
Labour Law Advisor,UCVOTBwF0vnSxMRIbfSE_K_g,https://www.youtube.com/watch?v=jGlaXr0EgFc,Biggest EPFO Updates 2025 | PF Withdrawal Simplified | Higher Pension Approved,456924,8751,615
Labour Law Advisor,UCVOTBwF0vnSxMRIbfSE_K_g,https://www.youtube.com/watch?v=bqDv3U_UfAk,Everything about Partnership with CA Anoop Bhatia | Members Only,0,10,2
Labour Law Advisor,UCVOTBwF0vnSxMRIbfSE_K_g,https://www.youtube.com/watch?v=SOXKc3LW3QQ,Best for new business? A to Z of Partnership Firm | Business Basics Ep. 3,76954,4969,243
Labour Law Advisor,UCVOTBwF0vnSxMRIbfSE_K_g,https://www.youtube.com/watch?v=jSF9kdYjiYY,National Pension System | NPS vs PPF vs MFs | Ultimate Guide,1051714,29383,2750
Labour Law Advisor,UCVOTBwF0vnSxMRIbfSE_K_g,https://www.youtube.com/watch?v=BnlOGvwy6xo,[Member Only] Full Proprietorship Q&A with @CAAnoopBhatia,0,10,9
Labour Law Advisor,UCVOTBwF0vnSxMRIbfSE_K_g,https://www.youtube.com/watch?v=Gj5jvAOzO-0,"Business with Job, Legal? | A to Z of Sole Proprietorship | Business Basics Ep. 2",306845,10046,515
Labour Law Advisor,UCVOTBwF0vnSxMRIbfSE_K_g,https://www.youtube.com/watch?v=-feBrGUqfqw,We Partied with Jagruk Janta | Jashn-e-Jagruk After Movie,14956,670,213
Labour Law Advisor,UCVOTBwF0vnSxMRIbfSE_K_g,https://www.youtube.com/watch?v=czMUlsMduyE,Budget 2025 in just 15 minutes | Kaam ki baat no bakwas ??,848023,34376,6060
Labour Law Advisor,UCVOTBwF0vnSxMRIbfSE_K_g,https://www.youtube.com/watch?v=u5hJxM2Cjic,Private Limited vs LLP vs Partnership vs Proprietorship  | Business Basics EP01,244585,17427,1410
Labour Law Advisor,UCVOTBwF0vnSxMRIbfSE_K_g,https://www.youtube.com/watch?v=E2gWlbLW7HM,What happens when a country stops Inflation? | Man v/s Money EP04,264708,10836,566
Labour Law Advisor,UCVOTBwF0vnSxMRIbfSE_K_g,https://www.youtube.com/watch?v=liuKy5IVcHU,Term Insurance: How to get 2x sum assured at 1/3rd price? | Masterclass 2025,776512,22722,1302
Labour Law Advisor,UCVOTBwF0vnSxMRIbfSE_K_g,https://www.youtube.com/watch?v=D0-5R6L4Se4,Scammer = Subscriber ??,58283,3132,215
Labour Law Advisor,UCVOTBwF0vnSxMRIbfSE_K_g,https://www.youtube.com/watch?v=CQ-7txLzz_E,From Zero to Hero | Jagruk RJ shares his struggle | Members Only,0,11,2
Labour Law Advisor,UCVOTBwF0vnSxMRIbfSE_K_g,https://www.youtube.com/watch?v=1KaoUlOY4N4,[Revealed] LLA Business P&L and Financials | Jagruk Journal Year 3,50235,1747,251
Invest Aaj For Kal,UCWHCXSKASuSzao_pplQ7SPw,https://www.youtube.com/watch?v=zKvgqeEu9A0,Market will crash again due to Trump tariff? 16/6/2025,34532,1742,69
Invest Aaj For Kal,UCWHCXSKASuSzao_pplQ7SPw,https://www.youtube.com/watch?v=E3SF0zYMLNc,10 Reasons keeping you poor | 10 ways to get financial freedom | Earn money with these steps |,11590,558,67
Invest Aaj For Kal,UCWHCXSKASuSzao_pplQ7SPw,https://www.youtube.com/watch?v=ejDS3aTnX1o,Silver ready to crash to 50000 or 150000? Silver analysis in 2025 | Best way to invest in silver? |,32853,1553,86
Invest Aaj For Kal,UCWHCXSKASuSzao_pplQ7SPw,https://www.youtube.com/watch?v=XwI1ED08AqU,"Gold can crash to 50,000? Gold price action | Gold analysis in 2025 | Best way to invest in Gold |",75177,2317,528
Invest Aaj For Kal,UCWHCXSKASuSzao_pplQ7SPw,https://www.youtube.com/watch?v=aDb2JKC1ROM,Stock market crash today - But why? 12/6/2025,88181,3030,327
Invest Aaj For Kal,UCWHCXSKASuSzao_pplQ7SPw,https://www.youtube.com/watch?v=59_o5G9FtC8,Oswal Pumps IPO Analysis | Nifty analysis | Crypto analysis for beginners | 10/6/2025,42380,1364,112
Invest Aaj For Kal,UCWHCXSKASuSzao_pplQ7SPw,https://www.youtube.com/watch?v=23sZWSzNLxQ,"3 lakh vs 10,000 Rs | Buy vs Rent furniture and appliances | Rentomojo |",41237,742,37
Invest Aaj For Kal,UCWHCXSKASuSzao_pplQ7SPw,https://www.youtube.com/watch?v=2iGOx2oW3RI,NSE IPO Largest IPO of India | RBI policy and Bank Nifty expectations | 5/6/2025,62692,1831,114
Invest Aaj For Kal,UCWHCXSKASuSzao_pplQ7SPw,https://www.youtube.com/watch?v=_4qKOalyKIc,Price action 2.0 - Bumper profit | Crypto Trading for beginners | Stock Trading for beginners |,16270,1152,190
Invest Aaj For Kal,UCWHCXSKASuSzao_pplQ7SPw,https://www.youtube.com/watch?v=fSlBvZkZdBU,Price action Trading strategy - Full course | Stock and crypto Trading for beginners |Trading Action,34347,2225,263
Invest Aaj For Kal,UCWHCXSKASuSzao_pplQ7SPw,https://www.youtube.com/watch?v=vqWHB7qThDk,Prostarm Info Systems IPO | Scoda Tubes IPO | Nifty and Bank Nifty analysis | 27/5/2025,59480,1649,181
Invest Aaj For Kal,UCWHCXSKASuSzao_pplQ7SPw,https://www.youtube.com/watch?v=AhxIiEPety8,Prostarm Info Systems VS Aegis Vopak Terminals IPO VS Leela Hotels VS VS Scoda Tubes - IPO Ranking |,57651,1539,43
Invest Aaj For Kal,UCWHCXSKASuSzao_pplQ7SPw,https://www.youtube.com/watch?v=j313XQxwOgM,Leela hotels ipo Review | Schloss Bangalore Limited IPO | Leela Hotels IPO Analysis,36357,813,49
Invest Aaj For Kal,UCWHCXSKASuSzao_pplQ7SPw,https://www.youtube.com/watch?v=8wJhIWqpdTU,Scoda Tubes IPO Details | Scoda Tubes IPO Analysis |,25682,821,33
Invest Aaj For Kal,UCWHCXSKASuSzao_pplQ7SPw,https://www.youtube.com/watch?v=06gq1URJDP8,10 EMA 20 EMA Special strategy | Crypto trading for beginners | Trading for beginners |,30767,1620,62
Invest Aaj For Kal,UCWHCXSKASuSzao_pplQ7SPw,https://www.youtube.com/watch?v=nhEzTvxm9bo,Bumper profit strategy - Reversal 5 EMA strategy | Crypto trading for beginners |,93602,3708,385
Invest Aaj For Kal,UCWHCXSKASuSzao_pplQ7SPw,https://www.youtube.com/watch?v=gcuiIQHjOwE,Stock market fall - But why? Crypto ready for new high? Crypto trading for beginners,23295,1217,24
Invest Aaj For Kal,UCWHCXSKASuSzao_pplQ7SPw,https://www.youtube.com/watch?v=12NC0PFRZuA,Belrise Industries IPO Review | Belrise Industries IPO Analysis |,65470,1607,100
Invest Aaj For Kal,UCWHCXSKASuSzao_pplQ7SPw,https://www.youtube.com/watch?v=xKwyS0DJbH4,Borana Weaves IPO Analysis | Borana Weaves IPO Details |,61718,1279,35
Invest Aaj For Kal,UCWHCXSKASuSzao_pplQ7SPw,https://www.youtube.com/watch?v=VxkiiN5CRSY,Vodafone idea End Game - Vodafone Idea investors in worry?,38019,1067,97
Yadnya Investment Academy,UCPohbSYq4IXhv0yxiy-sT4g,https://www.youtube.com/watch?v=dWcD_EPQu-w,Today's Stock Market News - 17/6/2025 | Aaj ki Taaza Khabar,15342,1269,29
Yadnya Investment Academy,UCPohbSYq4IXhv0yxiy-sT4g,https://www.youtube.com/watch?v=wU5Dmw5Av-I,Today's Stock Market News - 16/6/2025 | Aaj ki Taaza Khabar,16813,1195,83
Yadnya Investment Academy,UCPohbSYq4IXhv0yxiy-sT4g,https://www.youtube.com/watch?v=V_X3bY5JQ-U,Today's Stock Market News - 13/6/2025 | Aaj ki Taaza Khabar,15688,1088,56
Yadnya Investment Academy,UCPohbSYq4IXhv0yxiy-sT4g,https://www.youtube.com/watch?v=D3pc-h8_6Ks,What should you know before buying unlisted shares?,4427,254,11
Yadnya Investment Academy,UCPohbSYq4IXhv0yxiy-sT4g,https://www.youtube.com/watch?v=mPTpzNpl2d0,Today's Stock Market News - 12/6/2025 | Aaj ki Taaza Khabar,18326,1241,34
Yadnya Investment Academy,UCPohbSYq4IXhv0yxiy-sT4g,https://www.youtube.com/watch?v=LMBxeA_KmV0,Today's Stock Market News - 11/6/2025 | Aaj ki Taaza Khabar,13952,1121,43
Yadnya Investment Academy,UCPohbSYq4IXhv0yxiy-sT4g,https://www.youtube.com/watch?v=Efa0SQOSCUs,Today's Stock Market News - 10/6/2025 | Aaj ki Taaza Khabar,15240,1195,25
Yadnya Investment Academy,UCPohbSYq4IXhv0yxiy-sT4g,https://www.youtube.com/watch?v=sungTgoVEO4,Today's Stock Market News - 9/6/2025 | Aaj ki Taaza Khabar,16203,1276,42
Yadnya Investment Academy,UCPohbSYq4IXhv0yxiy-sT4g,https://www.youtube.com/watch?v=cQ6EHouXOXw,Today's Stock Market News - 6/6/2025 | Aaj ki Taaza Khabar,12852,1021,19
Yadnya Investment Academy,UCPohbSYq4IXhv0yxiy-sT4g,https://www.youtube.com/watch?v=bTT86SdgFAw,Today's Stock Market News - 5/6/2025 | Aaj ki Taaza Khabar,14770,1207,39
Yadnya Investment Academy,UCPohbSYq4IXhv0yxiy-sT4g,https://www.youtube.com/watch?v=51VmnHzkRB8,Today's Stock Market News - 4/6/2025 | Aaj ki Taaza Khabar,12323,1004,45
Yadnya Investment Academy,UCPohbSYq4IXhv0yxiy-sT4g,https://www.youtube.com/watch?v=z5NDrrt4-lU,Why not only Invest in Passive Funds? | Case Study,5451,193,27
Yadnya Investment Academy,UCPohbSYq4IXhv0yxiy-sT4g,https://www.youtube.com/watch?v=x2p7OzfwZLA,Today's Stock Market News - 3/6/2025 | Aaj ki Taaza Khabar,15638,997,40
Yadnya Investment Academy,UCPohbSYq4IXhv0yxiy-sT4g,https://www.youtube.com/watch?v=cmbelTIVDnk,Today's Stock Market News - 2/6/2025 | Aaj ki Taaza Khabar,15390,1095,71
Yadnya Investment Academy,UCPohbSYq4IXhv0yxiy-sT4g,https://www.youtube.com/watch?v=pzoWruTyVfQ,Standing Deposit Facility Explained � RBI�s Secret Tool Revealed!,3906,188,9
Yadnya Investment Academy,UCPohbSYq4IXhv0yxiy-sT4g,https://www.youtube.com/watch?v=FcleUlGQdWY,Today's Stock Market News - 30/5/2025 | Aaj ki Taaza Khabar,17519,1155,62
Yadnya Investment Academy,UCPohbSYq4IXhv0yxiy-sT4g,https://www.youtube.com/watch?v=NDzzh64Qan4,Today's Stock Market News - 29/5/2025 | Aaj ki Taaza Khabar,13614,1041,61
Yadnya Investment Academy,UCPohbSYq4IXhv0yxiy-sT4g,https://www.youtube.com/watch?v=_3s4IW4DiX8,Rising Health Insurance Premiums | What Investors should do?,2748,120,10
Yadnya Investment Academy,UCPohbSYq4IXhv0yxiy-sT4g,https://www.youtube.com/watch?v=rO5BfV0Rgf0,Why US Dollar may Fall? Impact on India,17996,679,46
Yadnya Investment Academy,UCPohbSYq4IXhv0yxiy-sT4g,https://www.youtube.com/watch?v=GhatJl63Rh8,Today's Stock Market News - 28/5/2025 | Aaj ki Taaza Khabar,14787,1115,37
The Urban Fight,UCMSI1Ck1mJOaxxwJ0bzrYhQ,https://www.youtube.com/watch?v=fs_1RqEKBRQ,How to open a Zerodha Account as an NRI?,2982,72,13
The Urban Fight,UCMSI1Ck1mJOaxxwJ0bzrYhQ,https://www.youtube.com/watch?v=82GOkPqlSFo,What to do after a Car Accident in Canada?,3194,72,9
The Urban Fight,UCMSI1Ck1mJOaxxwJ0bzrYhQ,https://www.youtube.com/watch?v=hRNhqsTAASk,Where to PARK CASH in 2025? | For Beginners | Canada,5586,149,23
The Urban Fight,UCMSI1Ck1mJOaxxwJ0bzrYhQ,https://www.youtube.com/watch?v=3ouUKCJWnf4,Who is the BEST Broker in Canada for BEGINNER Investors?,5228,120,20
The Urban Fight,UCMSI1Ck1mJOaxxwJ0bzrYhQ,https://www.youtube.com/watch?v=OrR7dBe5s4s,????How to buy your First Stock in Canada? | IBKR Full Tutorial 2025,19552,301,47
